date,value
11/30/21,0.25
12/1/21,0.25
12/2/21,0.25
12/3/21,0.25
12/4/21,0.25
12/5/21,0.25
12/6/21,0.25
12/7/21,0.25
12/8/21,0.25
12/9/21,0.25
12/10/21,0.25
12/11/21,0.25
12/12/21,0.25
12/13/21,0.25
12/14/21,0.25
12/15/21,0.25
12/16/21,0.25
12/17/21,0.25
12/18/21,0.25
12/19/21,0.25
12/20/21,0.25
12/21/21,0.25
12/22/21,0.25
12/23/21,0.25
12/24/21,0.25
12/25/21,0.25
12/26/21,0.25
12/27/21,0.25
12/28/21,0.25
12/29/21,0.25
12/30/21,0.25
12/31/21,0.25
1/1/22,0.25
1/2/22,0.25
1/3/22,0.25
1/4/22,0.25
1/5/22,0.25
1/6/22,0.25
1/7/22,0.25
1/8/22,0.25
1/9/22,0.25
1/10/22,0.25
1/11/22,0.25
1/12/22,0.25
1/13/22,0.25
1/14/22,0.25
1/15/22,0.25
1/16/22,0.25
1/17/22,0.25
1/18/22,0.25
1/19/22,0.25
1/20/22,0.25
1/21/22,0.25
1/22/22,0.25
1/23/22,0.25
1/24/22,0.25
1/25/22,0.25
1/26/22,0.25
1/27/22,0.25
1/28/22,0.25
1/29/22,0.25
1/30/22,0.25
1/31/22,0.25
2/1/22,0.25
2/2/22,0.25
2/3/22,0.25
2/4/22,0.25
2/5/22,0.25
2/6/22,0.25
2/7/22,0.25
2/8/22,0.25
2/9/22,0.25
2/10/22,0.25
2/11/22,0.25
2/12/22,0.25
2/13/22,0.25
2/14/22,0.25
2/15/22,0.25
2/16/22,0.25
2/17/22,0.25
2/18/22,0.25
2/19/22,0.25
2/20/22,0.25
2/21/22,0.25
2/22/22,0.25
2/23/22,0.25
2/24/22,0.25
2/25/22,0.25
2/26/22,0.25
2/27/22,0.25
2/28/22,0.25
3/1/22,0.25
3/2/22,0.25
3/3/22,0.25
3/4/22,0.25
3/5/22,0.25
3/6/22,0.25
3/7/22,0.25
3/8/22,0.25
3/9/22,0.25
3/10/22,0.25
3/11/22,0.25
3/12/22,0.25
3/13/22,0.25
3/14/22,0.25
3/15/22,0.25
3/16/22,0.25
3/17/22,0.5
3/18/22,0.5
3/19/22,0.5
3/20/22,0.5
3/21/22,0.5
3/22/22,0.5
3/23/22,0.5
3/24/22,0.5
3/25/22,0.5
3/26/22,0.5
3/27/22,0.5
3/28/22,0.5
3/29/22,0.5
3/30/22,0.5
3/31/22,0.5
4/1/22,0.5
4/2/22,0.5
4/3/22,0.5
4/4/22,0.5
4/5/22,0.5
4/6/22,0.5
4/7/22,0.5
4/8/22,0.5
4/9/22,0.5
4/10/22,0.5
4/11/22,0.5
4/12/22,0.5
4/13/22,0.5
4/14/22,0.5
4/15/22,0.5
4/16/22,0.5
4/17/22,0.5
4/18/22,0.5
4/19/22,0.5
4/20/22,0.5
4/21/22,0.5
4/22/22,0.5
4/23/22,0.5
4/24/22,0.5
4/25/22,0.5
4/26/22,0.5
4/27/22,0.5
4/28/22,0.5
4/29/22,0.5
4/30/22,0.5
5/1/22,0.5
5/2/22,0.5
5/3/22,0.5
5/4/22,0.5
5/5/22,1
5/6/22,1
5/7/22,1
5/8/22,1
5/9/22,1
5/10/22,1
5/11/22,1
5/12/22,1
5/13/22,1
5/14/22,1
5/15/22,1
5/16/22,1
5/17/22,1
5/18/22,1
5/19/22,1
5/20/22,1
5/21/22,1
5/22/22,1
5/23/22,1
5/24/22,1
5/25/22,1
5/26/22,1
5/27/22,1
5/28/22,1
5/29/22,1
5/30/22,1
5/31/22,1
6/1/22,1
6/2/22,1
6/3/22,1
6/4/22,1
6/5/22,1
6/6/22,1
6/7/22,1
6/8/22,1
6/9/22,1
6/10/22,1
6/11/22,1
6/12/22,1
6/13/22,1
6/14/22,1
6/15/22,1
6/16/22,1.75
6/17/22,1.75
6/18/22,1.75
6/19/22,1.75
6/20/22,1.75
6/21/22,1.75
6/22/22,1.75
6/23/22,1.75
6/24/22,1.75
6/25/22,1.75
6/26/22,1.75
6/27/22,1.75
6/28/22,1.75
6/29/22,1.75
6/30/22,1.75
7/1/22,1.75
7/2/22,1.75
7/3/22,1.75
7/4/22,1.75
7/5/22,1.75
7/6/22,1.75
7/7/22,1.75
7/8/22,1.75
7/9/22,1.75
7/10/22,1.75
7/11/22,1.75
7/12/22,1.75
7/13/22,1.75
7/14/22,1.75
7/15/22,1.75
7/16/22,1.75
7/17/22,1.75
7/18/22,1.75
7/19/22,1.75
7/20/22,1.75
7/21/22,1.75
7/22/22,1.75
7/23/22,1.75
7/24/22,1.75
7/25/22,1.75
7/26/22,1.75
7/27/22,1.75
7/28/22,2.5
7/29/22,2.5
7/30/22,2.5
7/31/22,2.5
8/1/22,2.5
8/2/22,2.5
8/3/22,2.5
8/4/22,2.5
8/5/22,2.5
8/6/22,2.5
8/7/22,2.5
8/8/22,2.5
8/9/22,2.5
8/10/22,2.5
8/11/22,2.5
8/12/22,2.5
8/13/22,2.5
8/14/22,2.5
8/15/22,2.5
8/16/22,2.5
8/17/22,2.5
8/18/22,2.5
8/19/22,2.5
8/20/22,2.5
8/21/22,2.5
8/22/22,2.5
8/23/22,2.5
8/24/22,2.5
8/25/22,2.5
8/26/22,2.5
8/27/22,2.5
8/28/22,2.5
8/29/22,2.5
8/30/22,2.5
8/31/22,2.5
9/1/22,2.5
9/2/22,2.5
9/3/22,2.5
9/4/22,2.5
9/5/22,2.5
9/6/22,2.5
9/7/22,2.5
9/8/22,2.5
9/9/22,2.5
9/10/22,2.5
9/11/22,2.5
9/12/22,2.5
9/13/22,2.5
9/14/22,2.5
9/15/22,2.5
9/16/22,2.5
9/17/22,2.5
9/18/22,2.5
9/19/22,2.5
9/20/22,2.5
9/21/22,2.5
9/22/22,3.25
9/23/22,3.25
9/24/22,3.25
9/25/22,3.25
9/26/22,3.25
9/27/22,3.25
9/28/22,3.25
9/29/22,3.25
9/30/22,3.25
10/1/22,3.25
10/2/22,3.25
10/3/22,3.25
10/4/22,3.25
10/5/22,3.25
10/6/22,3.25
10/7/22,3.25
10/8/22,3.25
10/9/22,3.25
10/10/22,3.25
10/11/22,3.25
10/12/22,3.25
10/13/22,3.25
10/14/22,3.25
10/15/22,3.25
10/16/22,3.25
10/17/22,3.25
10/18/22,3.25
10/19/22,3.25
10/20/22,3.25
10/21/22,3.25
10/22/22,3.25
10/23/22,3.25
10/24/22,3.25
10/25/22,3.25
10/26/22,3.25
10/27/22,3.25
10/28/22,3.25
10/29/22,3.25
10/30/22,3.25
10/31/22,3.25
11/1/22,3.25
11/2/22,3.25
11/3/22,4
11/4/22,4
11/5/22,4
11/6/22,4
11/7/22,4
11/8/22,4
11/9/22,4
11/10/22,4
11/11/22,4
11/12/22,4
11/13/22,4
11/14/22,4
11/15/22,4
11/16/22,4
11/17/22,4
11/18/22,4
11/19/22,4
11/20/22,4
11/21/22,4
11/22/22,4
11/23/22,4
11/24/22,4
11/25/22,4
11/26/22,4
11/27/22,4
11/28/22,4
11/29/22,4
11/30/22,4
12/1/22,4
12/2/22,4
12/3/22,4
12/4/22,4
12/5/22,4
12/6/22,4
12/7/22,4
12/8/22,4
12/9/22,4
12/10/22,4
12/11/22,4
12/12/22,4
12/13/22,4
12/14/22,4
12/15/22,4.5
12/16/22,4.5
12/17/22,4.5
12/18/22,4.5
12/19/22,4.5
12/20/22,4.5
12/21/22,4.5
12/22/22,4.5
12/23/22,4.5
12/24/22,4.5
12/25/22,4.5
12/26/22,4.5
12/27/22,4.5
12/28/22,4.5
12/29/22,4.5
12/30/22,4.5
12/31/22,4.5
1/1/23,4.5
1/2/23,4.5
1/3/23,4.5
1/4/23,4.5
1/5/23,4.5
1/6/23,4.5
1/7/23,4.5
1/8/23,4.5
1/9/23,4.5
1/10/23,4.5
1/11/23,4.5
1/12/23,4.5
1/13/23,4.5
1/14/23,4.5
1/15/23,4.5
1/16/23,4.5
1/17/23,4.5
1/18/23,4.5
1/19/23,4.5
1/20/23,4.5
1/21/23,4.5
1/22/23,4.5
1/23/23,4.5
1/24/23,4.5
1/25/23,4.5
1/26/23,4.5
1/27/23,4.5
1/28/23,4.5
1/29/23,4.5
1/30/23,4.5
1/31/23,4.5
2/1/23,4.5
2/2/23,4.75
2/3/23,4.75
2/4/23,4.75
2/5/23,4.75
2/6/23,4.75
2/7/23,4.75
2/8/23,4.75
2/9/23,4.75
2/10/23,4.75
2/11/23,4.75
2/12/23,4.75
2/13/23,4.75
2/14/23,4.75
2/15/23,4.75
2/16/23,4.75
2/17/23,4.75
2/18/23,4.75
2/19/23,4.75
2/20/23,4.75
2/21/23,4.75
2/22/23,4.75
2/23/23,4.75
2/24/23,4.75
2/25/23,4.75
2/26/23,4.75
2/27/23,4.75
2/28/23,4.75
3/1/23,4.75
3/2/23,4.75
3/3/23,4.75
3/4/23,4.75
3/5/23,4.75
3/6/23,4.75
3/7/23,4.75
3/8/23,4.75
3/9/23,4.75
3/10/23,4.75
3/11/23,4.75
3/12/23,4.75
3/13/23,4.75
3/14/23,4.75
3/15/23,4.75
3/16/23,4.75
3/17/23,4.75
3/18/23,4.75
3/19/23,4.75
3/20/23,4.75
3/21/23,4.75
3/22/23,4.75
3/23/23,5
3/24/23,5
3/25/23,5
3/26/23,5
3/27/23,5
3/28/23,5
3/29/23,5
3/30/23,5
3/31/23,5
4/1/23,5
4/2/23,5
4/3/23,5
4/4/23,5
4/5/23,5
4/6/23,5
4/7/23,5
4/8/23,5
4/9/23,5
4/10/23,5
4/11/23,5
4/12/23,5
4/13/23,5
4/14/23,5
4/15/23,5
4/16/23,5
4/17/23,5
4/18/23,5
4/19/23,5
4/20/23,5
4/21/23,5
4/22/23,5
4/23/23,5
4/24/23,5
4/25/23,5
4/26/23,5
4/27/23,5
